time,state,data
0,0,-0.4015005018140828
1,0,1.311010171434149
2,0,0.5389911873847474
3,1,3.7672746705238986
4,1,7.330529586985605
5,0,1.673046786029344
6,0,-0.9299295742791217
7,1,1.953483357472117
8,0,-1.8347673708634802
9,0,0.25096960218688197
10,1,5.3672429595527404
11,1,5.161944227699385
12,0,0.6866862376633934
13,0,-0.08278782012862253
14,1,5.039400048999573
15,0,-0.9276165728379024
16,0,-0.38016390050097226
17,0,0.5112292345584127
18,0,-0.7512343650279857
19,1,5.5084425216171224
20,0,0.5102858806385531
21,1,4.567978260992491
22,1,7.103542143707105
23,0,-0.17490411372097026
24,1,4.382626151335782
25,1,1.7639824566990523
26,0,1.7473603696964684
27,0,0.19839491544567217
28,0,-1.7160829234462758
29,0,-0.3094383574872621
30,1,6.301206500476889
31,0,-1.8230488169597783
32,1,4.712297095474399
33,1,7.053658088811183
34,0,-0.6938071396213713
35,0,0.7346983702413084
36,0,-0.439703789526586
37,0,1.0024063309050848
38,0,-0.3166747427068981
39,1,5.614122856607925
40,0,-1.5884056089249385
41,1,6.592599043752354
42,0,-1.2533441769221598
43,1,4.529507601470897
44,1,2.341360117302905
45,1,4.105114054838696
46,1,4.071960713434146
47,0,-1.2762173592436061
48,0,0.4544576882915308
49,0,-1.0607950718274424
50,0,-0.6986119451816585
51,1,8.909790928899449
52,0,-1.5058374024687775
53,0,1.1426294964268144
54,1,4.504260065041322
55,1,6.399666717610776
56,1,7.2704362957168005
57,1,4.474429736783544
58,1,3.215270757019924
59,1,6.3897535221690145
60,1,4.376847967034022
61,1,4.053760196288033
62,1,1.8034857870041061
63,0,0.23673435999905595
64,1,2.7151900782411054
65,0,0.7203122608862247
66,1,4.7056320210242255
67,0,-1.3872090762459575
68,0,0.9306514221885474
69,1,3.96759220447874
70,1,2.477793119415674
71,1,5.901445499513691
72,0,-0.7977091420702818
73,0,0.22752196714946826
74,0,0.1790027544217701
75,0,0.4514533145379599
76,1,4.8233013151486945
77,0,1.1554174897614666
78,0,-1.9752508213752298
79,1,2.707555783260989
80,1,3.0704636042629883
81,1,3.904033532107278
82,1,7.205456318865847
83,0,0.7101141609140763
84,1,3.088403695328254
85,1,3.617838269487189
86,0,-1.6534934957071152
87,1,7.37473435132244
88,0,1.1676666682419832
89,0,1.2126447480516815
90,1,5.228940728572885
91,1,6.588441387510712
92,1,7.798077285979799
93,1,5.927621246018738
94,1,8.07490315952489
95,0,-0.4376236910614847
96,0,2.298067396560434
97,1,4.5996988420290075
98,0,0.0009598060798768752
99,1,4.537077986251133
100,0,-0.19200105889637226
101,0,-0.31979828583706144
102,0,0.7656200622916843
103,1,2.605802707319849
104,0,0.18038384708903477
105,1,4.245725085878605
106,1,5.3397968084995036
107,1,1.9534197546732752
108,0,-0.24620445080400263
109,1,5.295605532060824
110,1,5.915770229301899
111,1,6.069553334409335
112,1,5.117204878908584
113,1,8.587038255125144
114,1,5.3744368639871745
115,1,3.198775426970159
116,0,0.6277671907190966
117,0,-0.5292008858002347
118,1,4.14478793876794
119,1,3.9188582889515153
120,1,7.342752149464893
121,0,1.9540055625422634
122,0,0.24281293558332662
123,0,0.9966427571805487
124,0,-1.337320145005731
125,0,0.42948488103567806
126,1,2.1427427231818204
127,0,-0.6357689466110026
128,0,1.1691204692306552
129,1,6.082823275221379
130,1,5.556508451194576
131,0,1.9775401398182133
132,1,4.7733777983942725
133,0,0.24074808393660915
134,1,0.28320368881882985
135,0,0.7123885898629221
136,1,3.74294971175184
137,1,3.04232303552528
138,1,1.7209994349498965
139,1,7.918068237727899
140,0,0.7055037906089452
141,0,-0.6897517492689828
142,1,4.713670342822328
143,1,4.362540641885284
144,0,0.08286746430703044
145,0,0.7734494721764492
146,1,2.731143582891449
147,1,3.4845499174095345
148,0,-0.9275114620184723
149,1,3.7404950091330464
150,1,3.0360760210241153
151,1,6.1700873289139055
152,1,1.8738794023677308
153,1,6.56435504883746
154,1,6.106356031132748
155,1,7.307555814225473
156,1,3.742981077706559
157,1,5.914422658207897
158,1,2.8413875550757823
159,1,1.3785946788221124
160,0,-0.9813835816554065
161,0,-1.1656261784475683
162,0,-0.5595581978858896
163,1,3.57667391388048
164,1,7.445577941175689
165,1,1.7246561295089968
166,0,0.5189396244197514
167,0,0.2847147372874628
168,1,6.282711120604938
169,0,-0.4321111124781011
170,1,4.196241385387511
171,0,-0.027229833194033666
172,0,-0.1729673986571522
173,0,0.08698252013496402
174,1,6.318804235663894
175,0,0.46088857321892124
176,0,-0.02544782093105452
177,1,4.008293160250498
178,1,4.036705285346705
179,1,7.502522984923784
180,1,7.150013355264299
181,0,-0.06126562956944347
182,1,8.766623181824068
183,1,-0.24176610622292305
184,1,7.570901875307131
185,0,-0.5878099293844461
186,0,1.792581205401544
187,0,-0.9000071963471239
188,1,1.632891905391594
189,0,-0.7156474375772728
190,0,0.14923231594776148
191,1,3.7973455364830655
192,0,1.0515373921220075
193,1,4.2385845863076135
194,1,3.8642144143236843
195,1,4.190790976595193
196,1,4.734407266658439
197,1,5.155913302434952
198,1,3.6908961115435517
199,0,-1.5306406790777511
200,0,-1.5313934283098551
201,0,0.7657749383911172
202,0,1.3499709520325809
203,1,3.8046296667409667
204,1,6.611680352795246
205,1,6.045280187924014
206,1,2.489566411553886
207,1,5.372067827478892
208,0,1.6041820527906903
209,1,3.6748992593964163
210,1,4.312820530670291
211,1,2.8253565987801026
212,1,6.539821705448273
213,1,7.734886344049935
214,0,1.4056887982758433
215,1,4.595278339304455
216,0,2.1598370451604967
217,1,2.565545170438466
218,0,0.200060775484951
219,0,-1.00304706028785
220,1,3.6165597152206868
221,1,4.54411728037741
222,1,4.4021749009523745
223,0,-1.974633095744078
224,0,1.4324109856845952
225,1,2.285722786776326
226,1,2.5579862308710672
227,1,0.6159046911766541
228,1,5.712951496110217
229,1,1.8508723500075797
230,0,0.6682097591562968
231,1,0.5411430781754465
232,0,0.23750838987698977
233,0,0.048037658501466504
234,1,6.540141445934377
235,1,4.782672052499108
236,1,7.623595123766805
237,1,2.484780965959078
238,0,-1.5187490246603619
239,1,6.927158844042932
240,0,-0.7667316309624361
241,1,4.479973116087424
242,0,1.0876826713255183
243,0,-0.4099905906540227
244,0,1.9783112813454895
245,1,5.76067269130544
246,1,7.072895507998661
247,1,9.444348173374665
248,1,2.447044433298189
249,1,7.387175451667988
250,1,5.541380021376326
251,1,6.213309860226117
252,1,3.7887378978860733
253,0,1.9346032556358406
254,1,3.8036854784248133
255,1,6.354659995845059
256,1,5.68392921325719
257,0,0.3909022913682107
258,0,1.5109772739533156
259,1,7.18811716247709
260,1,9.664758030985205
261,1,5.571986918769143
262,1,5.064420492099052
263,1,7.274702504986982
264,0,-1.2189283989565287
265,0,0.4861734716332075
266,0,-0.715282134296942
267,1,0.3060587593733741
268,0,1.4728856700109032
269,0,2.5340578169413237
270,0,-0.37327327059778165
271,1,6.3556760625908275
272,1,4.667181498321935
273,1,5.699373432827088
274,1,5.917964388064864
275,1,4.202957648302539
276,1,4.024547102746197
277,0,-0.7932197580221516
278,1,3.6230929315580394
279,0,0.4768791826123925
280,0,2.290217781987657
281,1,4.968782024013353
282,0,0.17950644381583364
283,1,3.4758926182268075
284,0,-0.3774845985024124
285,1,4.333878134227236
286,0,0.7490649995347493
287,0,0.1921054169033039
288,1,7.39193489462272
289,1,8.086789187917487
290,1,8.424416569526638
291,1,4.56896594170935
292,0,0.08035180268817509
293,1,7.058804872438974
294,1,2.5067664229356033
295,0,1.710202431496855
296,1,6.259122697123052
297,0,1.6830612044653779
